innings_player,innings_runs_scored,innings_runs_scored_num,innings_minutes_batted,innings_batted_flag,innings_not_out_flag,innings_balls_faced,innings_boundary_fours,innings_boundary_sixes,innings_batting_strike_rate,innings_number,opposition,ground,innings_date,country,50s,100s,innings_runs_scored_buckets,innings_overs_bowled,innings_bowled_flag,innings_maidens_bowled,innings_runs_conceded,innings_wickets_taken,4_wickets,5_wickets,10_wickets,innings_wickets_taken_buckets,innings_economy_rate
CA Campbell,,,,,,,,,,1,v India Women,Lincoln,2000-12-20,New Zealand Women,,,,10.0,1,1,33,1,1,0,0,0-4,3.30
EA Badham,,,,,,,,,,2,v ENG Women,Wellington,1982-01-27,New Zealand Women,,,,12.0,1,1,34,1,1,0,0,0-4,2.83
SJ Rattray,,,,,,,,,,1,v ENG Women,Hastings,1984-06-24,New Zealand Women,,,,8.0,1,0,34,1,1,0,0,0-4,4.25
LM Fraser,,,,,,,,,,1,v ENG Women,Bristol,1984-07-21,New Zealand Women,,,,10.0,1,1,34,1,1,0,0,0-4,3.40
KJ Musson,,,,,,,,,,1,v India Women,Auckland,1995-02-25,New Zealand Women,,,,9.0,1,0,34,1,1,0,0,0-4,3.77
HR Daly,,,,,,,,,,2,v AUS Women,Wellington,1997-02-23,New Zealand Women,,,,9.0,1,1,34,1,1,0,0,0-4,3.77
RJ Pullar,,,,,,,,,,1,v AUS Women,Wellington,1999-02-25,New Zealand Women,,,,5.0,1,0,34,1,1,0,0,0-4,6.80
MH Peters,,,,,,,,,,2,v ENG Women,Wellington,1982-01-27,New Zealand Women,,,,12.0,1,2,35,1,1,0,0,0-4,2.91
SRM Morris,,,,,,,,,,1,v ENG Women,Melbourne,1988-12-14,New Zealand Women,,,,10.0,1,1,35,1,1,0,0,0-4,3.50
KV Gunn,,,,,,,,,,1,v AUS Women,Lower Hutt,1990-02-11,New Zealand Women,,,,12.0,1,4,35,1,1,0,0,0-4,2.91
KV Gunn,,,,,,,,,,1,v AUS Women,Melbourne,1991-01-19,New Zealand Women,,,,12.0,1,0,35,1,1,0,0,0-4,2.91
S McLauchlan,,,,,,,,,,1,v AUS Women,Christchurch,1992-01-23,New Zealand Women,,,,12.0,1,2,35,1,1,0,0,0-4,2.91
RJ Pullar,,,,,,,,,,1,v ENG Women,Wellington,2000-02-15,New Zealand Women,,,,10.0,1,2,35,1,1,0,0,0-4,3.50
CA Campbell,,,,,,,,,,2,v AUS Women,Kolkata,1997-12-29,New Zealand Women,,,,10.0,1,1,36,1,1,0,0,0-4,3.60
PF Carrick,,,,,,,,,,2,v ENG Women,Hyderabad (Deccan),1978-01-08,New Zealand Women,,,,10.0,1,0,37,1,1,0,0,0-4,3.70
EA Badham,,,,,,,,,,2,v ENG Women,New Plymouth,1982-01-18,New Zealand Women,,,,12.0,1,2,37,1,1,0,0,0-4,3.08
JR Dunning,,,,,,,,,,1,v India Women,Jaipur,1985-02-17,New Zealand Women,,,,8.0,1,0,37,1,1,0,0,0-4,4.62
CA Campbell,,,,,,,,,,2,v AUS Women,Wellington,1994-01-22,New Zealand Women,,,,10.0,1,2,37,1,1,0,0,0-4,3.70
DA Hockley,,,,,,,,,,2,v AUS Women,Christchurch,1990-02-06,New Zealand Women,,,,9.0,1,0,38,1,1,0,0,0-4,4.22
DA Hockley,,,,,,,,,,1,v AUS Women,Lower Hutt,1986-01-23,New Zealand Women,,,,12.0,1,2,39,1,1,0,0,0-4,3.25
KD Brown,,,,,,,,,,2,v ENG Women,Chester-le-Street,1996-06-18,New Zealand Women,,,,10.0,1,1,39,1,1,0,0,0-4,3.90
CA Campbell,,,,,,,,,,2,v AUS Women,Napier,1997-02-13,New Zealand Women,,,,9.0,1,0,39,1,1,0,0,0-4,4.33
BJ Legg,,,,,,,,,,1,v AUS Women,Christchurch,1988-01-23,New Zealand Women,,,,12.0,1,2,41,1,1,0,0,0-4,3.41
CA Campbell,,,,,,,,,,1,v AUS Women,Lismore,1993-01-13,New Zealand Women,,,,9.0,1,1,41,1,1,0,0,0-4,4.55
JA Turner,,,,,,,,,,2,v AUS Women,Christchurch,1990-02-06,New Zealand Women,,,,12.0,1,1,43,1,1,0,0,0-4,3.58
EC Drumm,,,,,,,,,,2,v AUS Women,Adelaide,1996-02-04,New Zealand Women,,,,10.0,1,0,43,1,1,0,0,0-4,4.30
KA Ramel,,,,,,,,,,2,v India Women,Lincoln,2000-12-09,New Zealand Women,,,,9.0,1,0,43,1,1,0,0,0-4,4.77
CE Marett,,,,,,,,,,2,v ENG Women,Wellington,1982-01-27,New Zealand Women,,,,12.0,1,0,44,1,1,0,0,0-4,3.66
JA Turner,,,,,,,,,,1,v AUS Women,Christchurch,1992-01-23,New Zealand Women,,,,12.0,1,1,44,1,1,0,0,0-4,3.66
SJ Rattray,,,,,,,,,,1,v ENG Women,Bristol,1984-07-21,New Zealand Women,,,,11.0,1,1,45,1,1,0,0,0-4,4.09
CA Campbell,,,,,,,,,,1,v ENG Women,Lord's,1993-08-01,New Zealand Women,,,,12.0,1,2,45,1,1,0,0,0-4,3.75
CA Campbell,,,,,,,,,,2,v ENG Women,Chennai,1997-12-26,New Zealand Women,,,,10.0,1,1,45,1,1,0,0,0-4,4.50
JR Dunning,,,,,,,,,,1,v ENG Women,Bristol,1984-07-21,New Zealand Women,,,,11.0,1,1,46,1,1,0,0,0-4,4.18
EC Drumm,,,,,,,,,,1,v India Women,Auckland,1995-02-25,New Zealand Women,,,,9.0,1,0,46,1,1,0,0,0-4,5.11
EA Signal,,,,,,,,,,1,v AUS Women,Auckland,1988-01-20,New Zealand Women,,,,12.0,1,3,47,1,1,0,0,0-4,3.91
S McLauchlan,,,,,,,,,,1,v AUS Women,Levin,1994-01-20,New Zealand Women,,,,10.0,1,1,47,1,1,0,0,0-4,4.70
KM Keenan,,,,,,,,,,1,v AUS Women,Christchurch,1997-02-19,New Zealand Women,,,,9.0,1,0,48,1,1,0,0,0-4,5.33
KM Keenan,,,,,,,,,,1,v AUS Women,Auckland,1997-02-16,New Zealand Women,,,,9.0,1,0,54,1,1,0,0,0-4,6.00
JE Harris,,,,,,,,,,1,v AUS Women,Auckland,1997-02-16,New Zealand Women,,,,10.0,1,0,59,1,1,0,0,0-4,5.90
DA Hockley,,,,,,,,,,2,v ENG Women,Wellington,1982-01-27,New Zealand Women,,,,0.1,1,0,0,0,1,0,0,0-4,0.00
KD Brown,,,,,,,,,,2,v WI Women,Chandigarh,1997-12-15,New Zealand Women,,,,1.0,1,1,0,0,1,0,0,0-4,0.00
DA Hockley,,,,,,,,,,1,v Ire Women,Lincoln,2000-12-01,New Zealand Women,,,,1.0,1,1,0,0,1,0,0,0-4,0.00
JA Turner,,,,,,,,,,1,v WI Women,Chiswick,1993-07-26,New Zealand Women,,,,5.0,1,4,1,0,1,0,0,0-4,0.20
DA Hockley,,,,,,,,,,1,v AUS Women,Wellington,1986-01-20,New Zealand Women,,,,2.0,1,0,2,0,1,0,0,0-4,1.00
DA Hockley,,,,,,,,,,2,v SL Women,Chandigarh,1997-12-13,New Zealand Women,,,,3.0,1,2,2,0,1,0,0,0-4,0.66
JM Saulbrey,,,,,,,,,,2,v ENG Women,Exmouth,1973-07-14,New Zealand Women,,,,1.0,1,0,3,0,1,0,0,0-4,3.00
DA Hockley,,,,,,,,,,1,v AUS Women,Canberra,1988-12-07,New Zealand Women,,,,1.0,1,0,3,0,1,0,0,0-4,3.00
KD Brown,,,,,,,,,,1,v Neth Women,Ghaziabad,1997-12-11,New Zealand Women,,,,1.0,1,0,3,0,1,0,0,0-4,3.00
DA Hockley,,,,,,,,,,2,v SA Women,Christchurch,1999-02-15,New Zealand Women,,,,1.0,1,0,3,0,1,0,0,0-4,3.00
CA Campbell,,,,,,,,,,1,v Neth Women,Christchurch,2000-12-06,New Zealand Women,,,,10.0,1,7,3,0,1,0,0,0-4,0.30
LM Fraser,,,,,,,,,,2,v India Women,Auckland,1982-01-14,New Zealand Women,,,,4.0,1,1,4,0,1,0,0,0-4,1.00
DA Hockley,,,,,,,,,,2,v India Women,London,1993-07-28,New Zealand Women,,,,1.0,1,0,4,0,1,0,0,0-4,4.00
EC Drumm,,,,,,,,,,1,v AUS Women,Beckenham,1993-07-29,New Zealand Women,,,,6.0,1,2,4,0,1,0,0,0-4,0.66
CA Campbell,,,,,,,,,,1,v PAK Women,Christchurch,1997-01-28,New Zealand Women,,,,6.0,1,3,4,0,1,0,0,0-4,0.66
KA Ramel,,,,,,,,,,1,v AUS Women,Sydney,1997-11-07,New Zealand Women,,,,1.0,1,0,4,0,1,0,0,0-4,4.00
SH Brown,,,,,,,,,,1,v India Women,Palmerston North,1982-01-24,New Zealand Women,,,,7.0,1,3,5,0,1,0,0,0-4,0.71
S McLauchlan,,,,,,,,,,1,v Neth Women,Lindfield,1993-07-25,New Zealand Women,,,,7.0,1,4,5,0,1,0,0,0-4,0.71
KV Gunn,,,,,,,,,,1,v Neth Women,Lindfield,1993-07-25,New Zealand Women,,,,5.0,1,3,5,0,1,0,0,0-4,1.00
MF Tunupopo,,,,,,,,,,1,v ENG Women,Hamilton,2000-02-20,New Zealand Women,,,,5.0,1,2,5,0,1,0,0,0-4,1.00
DA Hockley,,,,,,,,,,2,v SL Women,Lincoln,2000-12-03,New Zealand Women,,,,4.0,1,2,5,0,1,0,0,0-4,1.25
EA Signal,,,,,,,,,,2,v AUS Women,Melbourne,1985-02-07,New Zealand Women,,,,2.0,1,0,6,0,1,0,0,0-4,3.00
DA Costello,,,,,,,,,,1,v India Women,Indore,1985-02-21,New Zealand Women,,,,6.0,1,2,6,0,1,0,0,0-4,1.00
NM Williams,,,,,,,,,,2,v AUS Women,Perth,1987-01-21,New Zealand Women,,,,2.0,1,1,6,0,1,0,0,0-4,3.00
EC Drumm,,,,,,,,,,1,v Neth Women,Lindfield,1993-07-25,New Zealand Women,,,,7.0,1,4,6,0,1,0,0,0-4,0.85
EC Drumm,,,,,,,,,,2,v ENG Women,Chester-le-Street,1996-06-18,New Zealand Women,,,,3.0,1,0,6,0,1,0,0,0-4,2.00
DA Hockley,,,,,,,,,,2,v Ire Women,Mumbai,1997-12-23,New Zealand Women,,,,4.0,1,2,6,0,1,0,0,0-4,1.50
KA Ramel,,,,,,,,,,2,v ENG Women,Chennai,1997-12-26,New Zealand Women,,,,2.0,1,0,6,0,1,0,0,0-4,3.00
CA Campbell,,,,,,,,,,2,v SL Women,Lincoln,2000-12-03,New Zealand Women,,,,3.0,1,0,6,0,1,0,0,0-4,2.00
SH Brown,,,,,,,,,,2,v AUS Women,New Plymouth,1982-01-16,New Zealand Women,,,,6.0,1,4,7,0,1,0,0,0-4,1.16
DA Hockley,,,,,,,,,,1,v ENG Women,Hastings,1984-06-24,New Zealand Women,,,,2.0,1,0,7,0,1,0,0,0-4,3.50
DA Hockley,,,,,,,,,,1,v ENG Women,Bristol,1984-07-21,New Zealand Women,,,,1.0,1,0,7,0,1,0,0,0-4,7.00
DA Costello,,,,,,,,,,2,v AUS Women,Melbourne,1985-02-07,New Zealand Women,,,,6.0,1,2,7,0,1,0,0,0-4,1.16
JA Burley,,,,,,,,,,2,v T & T Women,St Albans,1973-06-23,New Zealand Women,,,,4.0,1,1,8,0,1,0,0,0-4,2.00
SM Gilchrist,,,,,,,,,,2,v AUS Women,Melbourne,1985-02-07,New Zealand Women,,,,7.0,1,2,8,0,1,0,0,0-4,1.14
KE Flavell,,,,,,,,,,2,v Neth Women,Sydney,1988-12-04,New Zealand Women,,,,7.0,1,3,8,0,1,0,0,0-4,1.14
EC Drumm,,,,,,,,,,2,v ENG Women,Leicester,1996-06-16,New Zealand Women,,,,4.0,1,0,8,0,1,0,0,0-4,2.00
EC Drumm,,,,,,,,,,1,v AUS Women,Sydney,1997-11-08,New Zealand Women,,,,1.0,1,0,8,0,1,0,0,0-4,8.00
RJ Signal,,,,,,,,,,2,v India Women,Delhi,1985-02-19,New Zealand Women,,,,2.0,1,0,9,0,1,0,0,0-4,4.50
KV Gunn,,,,,,,,,,2,v Ire Women,Perth,1988-11-29,New Zealand Women,,,,9.0,1,5,9,0,1,0,0,0-4,1.00
EC Drumm,,,,,,,,,,1,v ENG Women,Lord's,1996-06-13,New Zealand Women,,,,5.0,1,1,9,0,1,0,0,0-4,1.80
DA Hockley,,,,,,,,,,2,v ENG Women,Chester-le-Street,1996-06-18,New Zealand Women,,,,2.0,1,0,9,0,1,0,0,0-4,4.50
DA Hockley,,,,,,,,,,1,v SA Women,Hamilton,1999-02-17,New Zealand Women,,,,4.0,1,1,9,0,1,0,0,0-4,2.25
DA Hockley,,,,,,,,,,2,v AUS Women,Lincoln,2000-11-29,New Zealand Women,,,,1.0,1,0,9,0,1,0,0,0-4,9.00
Y Kainuku,,,,,,,,,,2,v AUS Women,Wellington,1992-01-19,New Zealand Women,,,,4.0,1,2,10,0,1,0,0,0-4,2.50
EC Drumm,,,,,,,,,,1,v AUS Women,Brisbane,1993-01-17,New Zealand Women,,,,5.0,1,2,10,0,1,0,0,0-4,2.00
S McLauchlan,,,,,,,,,,1,v Ire Women,Shenley,1993-07-20,New Zealand Women,,,,6.0,1,1,10,0,1,0,0,0-4,1.66
DA Hockley,,,,,,,,,,1,v Denmk Women,Crowthorne,1993-07-24,New Zealand Women,,,,9.0,1,1,10,0,1,0,0,0-4,1.11
CA Campbell,,,,,,,,,,1,v AUS Women,Auckland,1994-01-18,New Zealand Women,,,,10.0,1,4,10,0,1,0,0,0-4,1.00
JA Russell,,,,,,,,,,2,v India Women,Christchurch,1995-02-12,New Zealand Women,,,,5.0,1,1,10,0,1,0,0,0-4,2.00
CA Campbell,,,,,,,,,,1,v Neth Women,Ghaziabad,1997-12-11,New Zealand Women,,,,4.0,1,2,10,0,1,0,0,0-4,2.50
KD Brown,,,,,,,,,,2,v AUS Women,Kolkata,1997-12-29,New Zealand Women,,,,1.0,1,0,10,0,1,0,0,0-4,10.00
EC Drumm,,,,,,,,,,2,v SA Women,Christchurch,1999-02-15,New Zealand Women,,,,4.0,1,2,10,0,1,0,0,0-4,2.50
HM Tiffen,,,,,,,,,,1,v India Women,Lincoln,2000-12-20,New Zealand Women,,,,5.0,1,1,10,0,1,0,0,0-4,2.00
JM Saulbrey,,,,,,,,,,2,v T & T Women,St Albans,1973-06-23,New Zealand Women,,,,6.0,1,0,11,0,1,0,0,0-4,1.83
EPN Allan,,,,,,,,,,2,v ENG Women,Exmouth,1973-07-14,New Zealand Women,,,,3.0,1,0,11,0,1,0,0,0-4,3.66
KV Gunn,,,,,,,,,,2,v AUS Women,Perth,1987-01-21,New Zealand Women,,,,7.0,1,3,11,0,1,0,0,0-4,1.57
SRM Morris,,,,,,,,,,2,v Ire Women,Melbourne,1988-12-11,New Zealand Women,,,,8.0,1,3,11,0,1,0,0,0-4,1.37
JA Turner,,,,,,,,,,2,v Neth Women,Melbourne,1988-12-13,New Zealand Women,,,,6.0,1,1,11,0,1,0,0,0-4,1.83
JA Turner,,,,,,,,,,1,v Ire Women,Shenley,1993-07-20,New Zealand Women,,,,4.0,1,0,11,0,1,0,0,0-4,2.75
KV Gunn,,,,,,,,,,1,v Ire Women,Shenley,1993-07-20,New Zealand Women,,,,8.0,1,3,11,0,1,0,0,0-4,1.37
KJ Musson,,,,,,,,,,2,v AUS Women,Wanganui,1995-02-14,New Zealand Women,,,,4.0,1,0,11,0,1,0,0,0-4,2.75
JA Russell,,,,,,,,,,1,v India Women,Hamilton,1995-02-23,New Zealand Women,,,,6.0,1,1,11,0,1,0,0,0-4,1.83
S McLauchlan,,,,,,,,,,1,v India Women,Auckland,1995-02-25,New Zealand Women,,,,1.0,1,0,11,0,1,0,0,0-4,11.00
HR Daly,,,,,,,,,,1,v PAK Women,Christchurch,1997-01-28,New Zealand Women,,,,5.0,1,0,11,0,1,0,0,0-4,2.20
PA Gruber,,,,,,,,,,1,v ENG Women,Palmerston North,2000-02-12,New Zealand Women,,,,6.0,1,3,11,0,1,0,0,0-4,1.83
EA Badham,,,,,,,,,,1,v India Women,Christchurch,1982-02-02,New Zealand Women,,,,10.0,1,4,12,0,1,0,0,0-4,1.20
KS Molloy,,,,,,,,,,1,v India Women,Indore,1985-02-21,New Zealand Women,,,,3.0,1,1,12,0,1,0,0,0-4,4.00
DA Hockley,,,,,,,,,,2,v AUS Women,Wellington,1988-01-25,New Zealand Women,,,,2.0,1,0,12,0,1,0,0,0-4,6.00
EC Drumm,,,,,,,,,,1,v AUS Women,Lismore,1993-01-13,New Zealand Women,,,,4.0,1,1,12,0,1,0,0,0-4,3.00
CA Campbell,,,,,,,,,,1,v WI Women,Chiswick,1993-07-26,New Zealand Women,,,,12.0,1,7,12,0,1,0,0,0-4,1.00
JA Turner,,,,,,,,,,1,v AUS Women,Auckland,1994-01-18,New Zealand Women,,,,5.0,1,1,12,0,1,0,0,0-4,2.40
KJ Musson,,,,,,,,,,1,v AUS Women,Adelaide,1996-02-03,New Zealand Women,,,,3.0,1,0,12,0,1,0,0,0-4,4.00
LRVS Harford,,,,,,,,,,1,v AUS Women,Sydney,1997-11-05,New Zealand Women,,,,2.0,1,0,12,0,1,0,0,0-4,6.00
DA Hockley,,,,,,,,,,2,v AUS Women,Kolkata,1997-12-29,New Zealand Women,,,,3.0,1,0,12,0,1,0,0,0-4,4.00
KM Keenan,,,,,,,,,,1,v SA Women,Hamilton,1999-02-17,New Zealand Women,,,,7.0,1,1,12,0,1,0,0,0-4,1.71
CA Campbell,,,,,,,,,,1,v ENG Women,Hamilton,2000-02-20,New Zealand Women,,,,8.0,1,3,12,0,1,0,0,0-4,1.50
CE Marett,,,,,,,,,,2,v AUS Women,New Plymouth,1982-01-16,New Zealand Women,,,,4.0,1,0,13,0,1,0,0,0-4,3.25
MH Peters,,,,,,,,,,2,v Int XI Women,Palmerston North,1982-01-21,New Zealand Women,,,,10.0,1,5,13,0,1,0,0,0-4,1.30
DA Hockley,,,,,,,,,,2,v Ire Women,Melbourne,1988-12-17,New Zealand Women,,,,2.0,1,0,13,0,1,0,0,0-4,6.50
NM Williams,,,,,,,,,,1,v ENG Women,Wellington,1992-01-20,New Zealand Women,,,,2.0,1,0,13,0,1,0,0,0-4,6.50
CA Campbell,,,,,,,,,,1,v AUS Women,Sydney,1997-11-05,New Zealand Women,,,,9.0,1,4,13,0,1,0,0,0-4,1.44
HM Watson,,,,,,,,,,2,v AUS Women,Melbourne,2000-02-09,New Zealand Women,,,,1.0,1,0,13,0,1,0,0,0-4,13.00
KA Ramel,,,,,,,,,,1,v Ire Women,Lincoln,2000-12-01,New Zealand Women,,,,5.0,1,0,13,0,1,0,0,0-4,2.60
KM Keenan,,,,,,,,,,2,v India Women,Lincoln,2000-12-09,New Zealand Women,,,,10.0,1,3,13,0,1,0,0,0-4,1.30
J Lord,,,,,,,,,,1,v AUS Women,Dartford,1973-07-07,New Zealand Women,,,,7.0,1,2,14,0,1,0,0,0-4,2.00
JB Olson,,,,,,,,,,2,v ENG Women,Exmouth,1973-07-14,New Zealand Women,,,,4.0,1,0,14,0,1,0,0,0-4,3.50
BL Bevege,,,,,,,,,,2,v ENG Women,Hyderabad (Deccan),1978-01-08,New Zealand Women,,,,4.0,1,2,14,0,1,0,0,0-4,3.50
EA Badham,,,,,,,,,,2,v Int XI Women,Palmerston North,1982-01-21,New Zealand Women,,,,12.0,1,5,14,0,1,0,0,0-4,1.16
SH Brown,,,,,,,,,,2,v ENG Women,Wellington,1982-01-27,New Zealand Women,,,,12.0,1,5,14,0,1,0,0,0-4,1.16
JR Dunning,,,,,,,,,,2,v India Women,Delhi,1985-02-19,New Zealand Women,,,,5.0,1,0,14,0,1,0,0,0-4,2.80
NM Williams,,,,,,,,,,1,v AUS Women,Lower Hutt,1986-01-23,New Zealand Women,,,,2.0,1,0,14,0,1,0,0,0-4,7.00
KE Flavell,,,,,,,,,,2,v Ire Women,Perth,1988-11-29,New Zealand Women,,,,5.0,1,0,14,0,1,0,0,0-4,2.80
DA Hockley,,,,,,,,,,2,v ENG Women,Perth,1988-11-30,New Zealand Women,,,,4.0,1,1,14,0,1,0,0,0-4,3.50
BJ Legg,,,,,,,,,,1,v ENG Women,Melbourne,1988-12-14,New Zealand Women,,,,11.0,1,4,14,0,1,0,0,0-4,1.27
NM Williams,,,,,,,,,,2,v AUS Women,Wellington,1992-01-19,New Zealand Women,,,,4.0,1,0,14,0,1,0,0,0-4,3.50
KV Gunn,,,,,,,,,,2,v ENG Women,Beckenham,1993-07-21,New Zealand Women,,,,12.0,1,4,14,0,1,0,0,0-4,1.16
EC Drumm,,,,,,,,,,1,v ENG Women,Lord's,1993-08-01,New Zealand Women,,,,6.0,1,1,14,0,1,0,0,0-4,2.33
CM Nicholson,,,,,,,,,,2,v India Women,Christchurch,1995-02-12,New Zealand Women,,,,4.0,1,0,14,0,1,0,0,0-4,3.50
S McLauchlan,,,,,,,,,,2,v AUS Women,Adelaide,1996-02-01,New Zealand Women,,,,3.0,1,1,14,0,1,0,0,0-4,4.66
DA Hockley,,,,,,,,,,1,v AUS Women,Sydney,1997-11-07,New Zealand Women,,,,3.0,1,0,14,0,1,0,0,0-4,4.66
EC Drumm,,,,,,,,,,1,v AUS Women,Sydney,1997-11-07,New Zealand Women,,,,3.0,1,0,14,0,1,0,0,0-4,4.66
HM Tiffen,,,,,,,,,,1,v ENG Women,Wellington,2000-02-15,New Zealand Women,,,,6.0,1,0,14,0,1,0,0,0-4,2.33
KM Keenan,,,,,,,,,,2,v ENG Women,Oamaru,2000-11-19,New Zealand Women,,,,10.0,1,3,14,0,1,0,0,0-4,1.40
JB Olson,,,,,,,,,,1,v AUS Women,Dartford,1973-07-07,New Zealand Women,,,,6.0,1,2,15,0,1,0,0,0-4,2.50
DA Hockley,,,,,,,,,,2,v ENG Women,Leicester,1984-06-30,New Zealand Women,,,,4.0,1,2,15,0,1,0,0,0-4,3.75
DA Hockley,,,,,,,,,,1,v AUS Women,Auckland,1988-01-20,New Zealand Women,,,,4.0,1,0,15,0,1,0,0,0-4,3.75
JE Harris,,,,,,,,,,1,v AUS Women,Lower Hutt,1990-02-10,New Zealand Women,,,,12.0,1,7,15,0,1,0,0,0-4,1.25
JA Russell,,,,,,,,,,1,v India Women,Auckland,1995-02-25,New Zealand Women,,,,3.0,1,0,15,0,1,0,0,0-4,5.00
CA Campbell,,,,,,,,,,2,v Ire Women,Mumbai,1997-12-23,New Zealand Women,,,,6.0,1,2,15,0,1,0,0,0-4,2.50
KM Keenan,,,,,,,,,,1,v India Women,Lincoln,2000-12-20,New Zealand Women,,,,7.0,1,1,15,0,1,0,0,0-4,2.14
L Lindsay,,,,,,,,,,2,v ENG Women,Hyderabad (Deccan),1978-01-08,New Zealand Women,,,,3.0,1,0,16,0,1,0,0,0-4,5.33
EA Signal,,,,,,,,,,1,v AUS Women,Lower Hutt,1986-01-23,New Zealand Women,,,,2.0,1,0,16,0,1,0,0,0-4,8.00
KJ Musson,,,,,,,,,,2,v AUS Women,Brisbane,1993-01-16,New Zealand Women,,,,5.0,1,1,16,0,1,0,0,0-4,3.20
KJ Musson,,,,,,,,,,1,v AUS Women,Auckland,1994-01-18,New Zealand Women,,,,5.0,1,1,16,0,1,0,0,0-4,3.20
KJ Musson,,,,,,,,,,2,v AUS Women,Auckland,1995-02-20,New Zealand Women,,,,6.0,1,0,16,0,1,0,0,0-4,2.66
CA Campbell,,,,,,,,,,2,v Ire Women,Dublin,1996-07-19,New Zealand Women,,,,10.0,1,3,16,0,1,0,0,0-4,1.60
EC Drumm,,,,,,,,,,2,v AUS Women,Wellington,1997-02-22,New Zealand Women,,,,2.0,1,0,16,0,1,0,0,0-4,8.00
KM Keenan,,,,,,,,,,1,v AUS Women,Melbourne,2000-02-06,New Zealand Women,,,,9.0,1,2,16,0,1,0,0,0-4,1.77
EPN Allan,,,,,,,,,,1,v Y. Eng Women,Eastbourne,1973-07-21,New Zealand Women,,,,9.0,1,2,17,0,1,0,0,0-4,1.88
BL Bevege,,,,,,,,,,1,v India Women,Patna,1978-01-05,New Zealand Women,,,,9.0,1,2,17,0,1,0,0,0-4,1.88
DA Costello,,,,,,,,,,2,v India Women,Jammu,1985-03-24,New Zealand Women,,,,8.4,1,0,17,0,1,0,0,0-4,1.96
KV Gunn,,,,,,,,,,2,v AUS Women,Hobart,1991-01-17,New Zealand Women,,,,12.0,1,4,17,0,1,0,0,0-4,1.41
DA Hockley,,,,,,,,,,1,v ENG Women,Wellington,1992-01-20,New Zealand Women,,,,6.0,1,1,17,0,1,0,0,0-4,2.83
CA Campbell,,,,,,,,,,1,v Ire Women,Shenley,1993-07-20,New Zealand Women,,,,8.0,1,4,17,0,1,0,0,0-4,2.12
JA Turner,,,,,,,,,,2,v ENG Women,Beckenham,1993-07-21,New Zealand Women,,,,8.0,1,1,17,0,1,0,0,0-4,2.12
CA Campbell,,,,,,,,,,2,v AUS Women,Adelaide,1996-02-04,New Zealand Women,,,,10.0,1,2,17,0,1,0,0,0-4,1.70
EC Drumm,,,,,,,,,,2,v AUS Women,Napier,1997-02-13,New Zealand Women,,,,5.0,1,2,17,0,1,0,0,0-4,3.40
CM Nicholson,,,,,,,,,,1,v AUS Women,Christchurch,1997-02-19,New Zealand Women,,,,10.0,1,2,17,0,1,0,0,0-4,1.70
CM Nicholson,,,,,,,,,,1,v AUS Women,Sydney,1997-11-08,New Zealand Women,,,,6.0,1,1,17,0,1,0,0,0-4,2.83
KA Ramel,,,,,,,,,,2,v India Women,Indore,1997-12-17,New Zealand Women,,,,2.0,1,0,17,0,1,0,0,0-4,8.50
DA Hockley,,,,,,,,,,2,v AUS Women,Palmerston North,1999-02-23,New Zealand Women,,,,7.0,1,1,17,0,1,0,0,0-4,2.42
KA Ramel,,,,,,,,,,2,v SA Women,Lincoln,2000-12-11,New Zealand Women,,,,6.0,1,2,17,0,1,0,0,0-4,2.83
KV Plummer,,,,,,,,,,2,v ENG Women,Auckland,1982-01-10,New Zealand Women,,,,6.0,1,0,18,0,1,0,0,0-4,3.00
KV Plummer,,,,,,,,,,1,v ENG Women,Hastings,1984-06-24,New Zealand Women,,,,4.0,1,0,18,0,1,0,0,0-4,4.50
S McLauchlan,,,,,,,,,,2,v AUS Women,Wellington,1992-01-19,New Zealand Women,,,,6.0,1,1,18,0,1,0,0,0-4,3.00
EC Drumm,,,,,,,,,,1,v AUS Women,Christchurch,1992-01-23,New Zealand Women,,,,12.0,1,4,18,0,1,0,0,0-4,1.50
DA Hockley,,,,,,,,,,2,v India Women,Christchurch,1995-02-12,New Zealand Women,,,,5.0,1,1,18,0,1,0,0,0-4,3.60
KM Keenan,,,,,,,,,,2,v Ire Women,Dublin,1996-07-19,New Zealand Women,,,,10.0,1,2,18,0,1,0,0,0-4,1.80
JA Fryer,,,,,,,,,,2,v AUS Women,Wellington,1997-02-23,New Zealand Women,,,,2.0,1,0,18,0,1,0,0,0-4,9.00
LRVS Harford,,,,,,,,,,1,v AUS Women,Sydney,1997-11-07,New Zealand Women,,,,5.0,1,0,18,0,1,0,0,0-4,3.60
DA Hockley,,,,,,,,,,1,v AUS Women,Sydney,1997-11-08,New Zealand Women,,,,8.0,1,1,18,0,1,0,0,0-4,2.25
EC Drumm,,,,,,,,,,1,v SA Women,Hamilton,1999-02-17,New Zealand Women,,,,6.0,1,1,18,0,1,0,0,0-4,3.00
CA Campbell,,,,,,,,,,2,v AUS Women,Melbourne,2000-02-08,New Zealand Women,,,,7.0,1,1,18,0,1,0,0,0-4,2.57
KM Keenan,,,,,,,,,,1,v ENG Women,Auckland,2000-02-17,New Zealand Women,,,,8.0,1,1,18,0,1,0,0,0-4,2.25
KA Ramel,,,,,,,,,,1,v ENG Women,Timaru,2000-11-21,New Zealand Women,,,,5.0,1,0,18,0,1,0,0,0-4,3.60
