innings_player,innings_runs_scored,innings_runs_scored_num,innings_minutes_batted,innings_batted_flag,innings_not_out_flag,innings_balls_faced,innings_boundary_fours,innings_boundary_sixes,innings_batting_strike_rate,innings_number,opposition,ground,innings_date,country,50s,100s,innings_runs_scored_buckets,innings_overs_bowled,innings_bowled_flag,innings_maidens_bowled,innings_runs_conceded,innings_wickets_taken,4_wickets,5_wickets,10_wickets,innings_wickets_taken_buckets,innings_economy_rate
WA Watson,31,31,89,1,0,74,4,0,41.89,1,v AUS Women,Rangiora,1992-01-22,England Women,0,0,0-49,,,,,,,,,,
CJ Connor,31,31,,1,0,,,,,2,v India Women,Nottingham,1999-07-11,England Women,0,0,0-49,,,,,,,,,,
BA Daniels,31,31,48,1,0,35,5,0,88.57,2,v Ire Women,Lincoln,2000-12-07,England Women,0,0,0-49,,,,,,,,,,
DL Thomas,30,30,,1,0,,,,,2,v AUS Women,Lord's,1976-08-04,England Women,0,0,0-49,,,,,,,,,,
MA Lear,30,30,,1,0,,,,,2,v NZ Women,Hyderabad (Deccan),1978-01-08,England Women,0,0,0-49,,,,,,,,,,
R Heyhoe-Flint,30,30,,1,0,,,,,2,v India Women,Wanganui,1982-01-20,England Women,0,0,0-49,,,,,,,,,,
S Potter,30,30,,1,0,,,,,2,v India Women,Leicester,1986-06-22,England Women,0,0,0-49,,,,,,,,,,
L Burnley,30,30,,1,0,,,,,1,v Ire Women,Dublin,1990-08-16,England Women,0,0,0-49,,,,,,,,,,
SJ Metcalfe,30,30,,1,0,,,,,1,v Ire Women,Dublin,1990-08-16,England Women,0,0,0-49,,,,,,,,,,
BA Daniels,30,30,42,1,0,45,4,0,66.66,2,v NZ Women,Chennai,1997-12-26,England Women,0,0,0-49,,,,,,,,,,
BA Daniels,30,30,57,1,0,61,3,0,49.18,2,v AUS Women,Hove,1998-07-18,England Women,0,0,0-49,,,,,,,,,,
K Smithies,29*,29,25,1,1,28,4,0,103.57,1,v Denmk Women,Hyderabad,1997-12-14,England Women,0,0,0-49,,,,,,,,,,
S Goatman,29,29,,1,0,,,,,1,v WI Women,Shireoaks,1979-07-07,England Women,0,0,0-49,,,,,,,,,,
CJ Watmough,29,29,,1,0,,,,,2,v NZ Women,Wellington,1982-01-27,England Women,0,0,0-49,,,,,,,,,,
S Goatman,29,29,,1,0,,,,,1,v AUS Women,Christchurch,1982-02-07,England Women,0,0,0-49,,,,,,,,,,
R Heyhoe-Flint,29,29,,1,0,,,,,1,v AUS Women,Christchurch,1982-02-07,England Women,0,0,0-49,,,,,,,,,,
JM Court,29,29,22,1,0,19,4,0,152.63,1,v NZ Women,Bristol,1984-07-21,England Women,0,0,0-49,,,,,,,,,,
JA Brittin,29,29,,1,0,,,,,1,v India Women,Banstead,1986-07-27,England Women,0,0,0-49,,,,,,,,,,
JA Brittin,29,29,,1,0,,,,,2,v Ire Women,Sydney,1988-12-05,England Women,0,0,0-49,,,,,,,,,,
JA Brittin,29,29,,1,0,,,,,1,v Neth Women,Melbourne,1988-12-16,England Women,0,0,0-49,,,,,,,,,,
WA Watson,29,29,60,1,0,44,6,0,65.90,1,v Denmk Women,Nottingham,1990-07-19,England Women,0,0,0-49,,,,,,,,,,
SJ Kitson,29,29,56,1,0,46,1,0,63.04,1,v Neth Women,Haarlem,1991-07-17,England Women,0,0,0-49,,,,,,,,,,
BA Daniels,29,29,60,1,0,63,3,0,46.03,2,v Ire Women,Dublin,1995-07-20,England Women,0,0,0-49,,,,,,,,,,
SJ Metcalfe,29,29,,1,0,,,,,2,v NZ Women,Chester-le-Street,1996-06-18,England Women,0,0,0-49,,,,,,,,,,
HC Plimmer,29,29,,1,0,,,,,1,v SA Women,Taunton,1997-08-17,England Women,0,0,0-49,,,,,,,,,,
SJ Metcalfe,29,29,60,1,0,46,3,0,63.04,1,v Ire Women,Pune,1997-12-16,England Women,0,0,0-49,,,,,,,,,,
CM Edwards,29,29,34,1,0,37,4,0,78.37,2,v AUS Women,Sydney,2000-01-30,England Women,0,0,0-49,,,,,,,,,,
LK Newton,29,29,95,1,0,84,4,0,34.52,2,v AUS Women,Sydney,2000-01-30,England Women,0,0,0-49,,,,,,,,,,
SC Taylor,29,29,59,1,0,59,1,0,49.15,1,v NZ Women,Auckland,2000-02-17,England Women,0,0,0-49,,,,,,,,,,
DL Thomas,28,28,,1,0,,,,,2,v WI Women,Teddington,1979-06-06,England Women,0,0,0-49,,,,,,,,,,
R Heyhoe-Flint,28,28,,1,0,,,,,1,v WI Women,Shireoaks,1979-07-07,England Women,0,0,0-49,,,,,,,,,,
S Goatman,28,28,,1,0,,,,,1,v Int XI Women,Hamilton,1982-01-14,England Women,0,0,0-49,,,,,,,,,,
CJ Barrs,28,28,33,1,0,35,3,0,80.00,2,v Ire Women,Kirby Muxloe,1990-07-20,England Women,0,0,0-49,,,,,,,,,,
HC Plimmer,28,28,58,1,0,57,4,0,49.12,1,v Ire Women,Haarlem,1991-07-16,England Women,0,0,0-49,,,,,,,,,,
MA Reynard,28,28,,1,0,,,,,2,v NZ Women,Chester-le-Street,1996-06-18,England Women,0,0,0-49,,,,,,,,,,
MA Reynard,28,28,47,1,0,44,3,0,63.63,2,v AUS Women,Derby,1998-07-15,England Women,0,0,0-49,,,,,,,,,,
CM Edwards,28,28,55,1,0,66,3,0,42.42,2,v AUS Women,Lord's,1998-07-21,England Women,0,0,0-49,,,,,,,,,,
J Smit,28,28,69,1,0,44,0,0,63.63,1,v SA Women,Chelmsford,2000-06-20,England Women,0,0,0-49,,,,,,,,,,
BA Daniels,28,28,78,1,0,66,4,0,42.42,2,v AUS Women,Lincoln,2000-12-10,England Women,0,0,0-49,,,,,,,,,,
CJ Watmough,27*,27,,1,1,,,,,2,v AUS Women,Nottingham,1976-08-08,England Women,0,0,0-49,,,,,,,,,,
S Goatman,27*,27,,1,1,,,,,2,v India Women,Nelson,1982-01-31,England Women,0,0,0-49,,,,,,,,,,
CA Hodges,27,27,,1,0,,,,,1,v NZ Women,Melbourne,1988-12-14,England Women,0,0,0-49,,,,,,,,,,
D Maybury,27,27,,1,0,,,,,1,v Ire Women,Dublin,1990-08-16,England Women,0,0,0-49,,,,,,,,,,
JM Chamberlain,27,27,,1,0,,,,,1,v Ire Women,Dublin,1990-08-16,England Women,0,0,0-49,,,,,,,,,,
S Redfern,27,27,,1,0,,,,,2,v India Women,Nottingham,1999-07-11,England Women,0,0,0-49,,,,,,,,,,
KM Wilkins,27,27,,1,0,,,,,1,v Denmk Women,Nykobing Mors,1999-07-20,England Women,0,0,0-49,,,,,,,,,,
L Spragg,27,27,,1,0,,,,,1,v Denmk Women,Nykobing Mors,1999-07-20,England Women,0,0,0-49,,,,,,,,,,
A Brindle,27,27,79,1,0,67,2,0,40.29,2,v NZ Women,Lincoln,2000-12-14,England Women,0,0,0-49,,,,,,,,,,
SA Hodges,26*,26,,1,1,,,,,1,v AUS Women,Hyderabad (Deccan),1978-01-13,England Women,0,0,0-49,,,,,,,,,,
J Powell,26,26,75,1,0,52,3,0,50.00,2,v Neth Women,Nykobing Mors,1989-07-19,England Women,0,0,0-49,,,,,,,,,,
CA Hodges,26,26,59,1,0,50,0,0,52.00,1,v Denmk Women,Haarlem,1991-07-20,England Women,0,0,0-49,,,,,,,,,,
HC Plimmer,26,26,91,1,0,74,0,0,35.13,2,v Ire Women,Dublin,1995-07-20,England Women,0,0,0-49,,,,,,,,,,
CJ Connor,26,26,60,1,0,53,4,0,49.05,2,v AUS Women,Sydney,2000-01-29,England Women,0,0,0-49,,,,,,,,,,
K Smithies,26,26,72,1,0,61,4,0,42.62,2,v AUS Women,Sydney,2000-01-30,England Women,0,0,0-49,,,,,,,,,,
CA Hodges,25*,25,71,1,1,57,3,0,43.85,2,v Neth Women,Leicester,1990-07-18,England Women,0,0,0-49,,,,,,,,,,
J Smit,25*,25,,1,1,,,,,1,v NZ Women,Lord's,1996-06-13,England Women,0,0,0-49,,,,,,,,,,
CJ Watmough,25,25,,1,0,,,,,2,v NZ Women,Auckland,1982-01-10,England Women,0,0,0-49,,,,,,,,,,
CA Hodges,25,25,,1,0,,,,,2,v India Women,Osterley,1986-06-28,England Women,0,0,0-49,,,,,,,,,,
HC Plimmer,25,25,69,1,0,64,2,0,39.06,1,v Ire Women,Nykobing Mors,1989-07-21,England Women,0,0,0-49,,,,,,,,,,
CM Edwards,25,25,58,1,0,71,4,0,35.21,2,v NZ Women,Chennai,1997-12-26,England Women,0,0,0-49,,,,,,,,,,
KM Wilkins,25,25,,1,0,,,,,2,v Neth Women,Nykobing Mors,1999-07-19,England Women,0,0,0-49,,,,,,,,,,
CM Edwards,25,25,62,1,0,61,2,0,40.98,1,v NZ Women,Napier,2000-02-22,England Women,0,0,0-49,,,,,,,,,,
CJ Connor,25,25,73,1,0,57,1,0,43.85,1,v SA Women,Lincoln,2000-12-02,England Women,0,0,0-49,,,,,,,,,,
J Powell,24*,24,,1,1,,,,,2,v Ire Women,Sydney,1988-12-05,England Women,0,0,0-49,,,,,,,,,,
M Moralee,24*,24,55,1,1,56,2,0,42.85,2,v Denmk Women,Haarlem,1991-07-19,England Women,0,0,0-49,,,,,,,,,,
JA Brittin,24*,24,38,1,1,39,1,0,61.53,2,v SL Women,Mohali,1997-12-21,England Women,0,0,0-49,,,,,,,,,,
CJ Watmough,24,24,,1,0,,,,,1,v Jamaica Wmn,Bradford,1973-07-07,England Women,0,0,0-49,,,,,,,,,,
J Southgate,24,24,,1,0,,,,,2,v India Women,Auckland,1982-01-12,England Women,0,0,0-49,,,,,,,,,,
CJ Watmough,24,24,,1,0,,,,,2,v AUS Women,New Plymouth,1982-01-17,England Women,0,0,0-49,,,,,,,,,,
R Heyhoe-Flint,24,24,,1,0,,,,,1,v AUS Women,Christchurch,1982-02-02,England Women,0,0,0-49,,,,,,,,,,
JA Brittin,24,24,,1,0,,,,,1,v Int XI Women,Christchurch,1982-02-04,England Women,0,0,0-49,,,,,,,,,,
MA Lear,24,24,,1,0,,,,,1,v Int XI Women,Christchurch,1982-02-04,England Women,0,0,0-49,,,,,,,,,,
L Cooke,24,24,,1,0,,,,,2,v India Women,Leicester,1986-06-22,England Women,0,0,0-49,,,,,,,,,,
WA Watson,24,24,57,1,0,59,0,0,40.67,1,v Ire Women,Haarlem,1991-07-16,England Women,0,0,0-49,,,,,,,,,,
CA Hodges,24,24,62,1,0,67,2,0,35.82,1,v AUS Women,Rangiora,1992-01-22,England Women,0,0,0-49,,,,,,,,,,
BA Daniels,24,24,56,1,0,52,2,0,46.15,1,v Denmk Women,Dublin,1995-07-19,England Women,0,0,0-49,,,,,,,,,,
HC Plimmer,24,24,103,1,0,82,2,0,29.26,1,v India Women,Chennai,1995-12-15,England Women,0,0,0-49,,,,,,,,,,
J Smit,24,24,43,1,0,23,1,0,104.34,1,v SA Women,Hyderabad (Deccan),1997-12-10,England Women,0,0,0-49,,,,,,,,,,
KM Leng,24,24,49,1,0,41,2,0,58.53,2,v AUS Women,Sydney,2000-01-29,England Women,0,0,0-49,,,,,,,,,,
KM Leng,24,24,96,1,0,86,0,0,27.90,1,v AUS Women,Bowral,2000-02-01,England Women,0,0,0-49,,,,,,,,,,
LK Newton,24,24,59,1,0,55,1,0,43.63,1,v NZ Women,Auckland,2000-02-17,England Women,0,0,0-49,,,,,,,,,,
JC Tedstone,23*,23,20,1,1,21,4,0,109.52,1,v AUS Women,Rangiora,1992-01-22,England Women,0,0,0-49,,,,,,,,,,
SV Collyer,23*,23,24,1,1,28,1,0,82.14,2,v AUS Women,Hove,1998-07-18,England Women,0,0,0-49,,,,,,,,,,
S Goatman,23,23,,1,0,,,,,1,v AUS Women,Christchurch,1982-02-02,England Women,0,0,0-49,,,,,,,,,,
JA Brittin,23,23,,1,0,,,,,1,v AUS Women,Melbourne,1988-12-11,England Women,0,0,0-49,,,,,,,,,,
CA Hodges,23,23,,1,0,,,,,1,v AUS Women,Melbourne,1988-12-18,England Women,0,0,0-49,,,,,,,,,,
DA Stock,23,23,50,1,0,49,0,0,46.93,1,v NZ Women,Wellington,1992-01-20,England Women,0,0,0-49,,,,,,,,,,
BA Daniels,23,23,100,1,0,65,0,0,35.38,1,v India Women,Lucknow,1995-12-05,England Women,0,0,0-49,,,,,,,,,,
DA Stock,23,23,,1,0,,,,,1,v NZ Women,Lord's,1996-06-13,England Women,0,0,0-49,,,,,,,,,,
KM Leng,23,23,,1,0,,,,,1,v SA Women,Bristol,1997-08-15,England Women,0,0,0-49,,,,,,,,,,
BA Daniels,23,23,53,1,0,46,3,0,50.00,1,v AUS Women,Nagpur,1997-12-18,England Women,0,0,0-49,,,,,,,,,,
MA Reynard,23,23,71,1,0,78,3,0,29.48,1,v AUS Women,Nagpur,1997-12-18,England Women,0,0,0-49,,,,,,,,,,
CJ Connor,23,23,31,1,0,32,1,0,71.87,2,v India Women,Lincoln,2000-12-04,England Women,0,0,0-49,,,,,,,,,,
JM Court,22,22,,1,0,,,,,1,v WI Women,Shireoaks,1979-07-07,England Women,0,0,0-49,,,,,,,,,,
S Goatman,22,22,,1,0,,,,,2,v India Women,Auckland,1982-01-12,England Women,0,0,0-49,,,,,,,,,,
JA Brittin,22,22,,1,0,,,,,2,v AUS Women,Lord's,1987-07-16,England Women,0,0,0-49,,,,,,,,,,
K Smithies,22,22,,1,0,,,,,2,v NZ Women,Beckenham,1993-07-21,England Women,0,0,0-49,,,,,,,,,,
BA Daniels,22,22,,1,0,,,,,1,v India Women,Finchampstead,1993-07-25,England Women,0,0,0-49,,,,,,,,,,
BA Daniels,22,22,63,1,0,61,1,0,36.06,1,v India Women,Patna,1995-12-01,England Women,0,0,0-49,,,,,,,,,,
LK Newton,22,22,51,1,0,48,0,0,45.83,2,v AUS Women,Newcastle,2000-02-03,England Women,0,0,0-49,,,,,,,,,,
CJ Connor,22,22,34,1,0,35,2,0,62.85,2,v AUS Women,Lincoln,2000-12-10,England Women,0,0,0-49,,,,,,,,,,
SJ Metcalfe,21*,21,41,1,1,24,1,0,87.50,1,v Denmk Women,Haarlem,1991-07-20,England Women,0,0,0-49,,,,,,,,,,
BA Daniels,21*,21,47,1,1,27,2,0,77.77,1,v NZ Women,Lord's,1993-08-01,England Women,0,0,0-49,,,,,,,,,,
K Lowe,21*,21,,1,1,,,,,2,v Neth Women,Nykobing Mors,1999-07-19,England Women,0,0,0-49,,,,,,,,,,
MA Lear,21,21,,1,0,,,,,2,v Int XI Women,Wellington,1982-01-24,England Women,0,0,0-49,,,,,,,,,,
WA Watson,21,21,,1,0,,,,,1,v AUS Women,Melbourne,1988-12-11,England Women,0,0,0-49,,,,,,,,,,
HC Plimmer,21,21,58,1,0,51,1,0,41.17,1,v Neth Women,Haarlem,1991-07-17,England Women,0,0,0-49,,,,,,,,,,
HM Dewdney,20*,20,,1,1,,,,,2,v NZ Women,Hyderabad (Deccan),1978-01-08,England Women,0,0,0-49,,,,,,,,,,
K Smithies,20*,20,,1,1,,,,,2,v Ire Women,Sydney,1988-12-05,England Women,0,0,0-49,,,,,,,,,,
JM Chamberlain,20*,20,,1,1,,,,,1,v Denmk Women,Banstead,1993-07-20,England Women,0,0,0-49,,,,,,,,,,
CJ Watmough,20,20,,1,0,,,,,1,v WI Women,Shireoaks,1979-07-07,England Women,0,0,0-49,,,,,,,,,,
K Smithies,20,20,24,1,0,26,0,0,76.92,1,v Denmk Women,Haarlem,1991-07-20,England Women,0,0,0-49,,,,,,,,,,
SJ Metcalfe,20,20,59,1,0,54,0,0,37.03,2,v AUS Women,Wellington,1992-01-18,England Women,0,0,0-49,,,,,,,,,,
JA Brittin,20,20,,1,0,,,,,1,v NZ Women,Lord's,1996-06-13,England Women,0,0,0-49,,,,,,,,,,
BA Daniels,20,20,,1,0,,,,,1,v NZ Women,Lord's,1996-06-13,England Women,0,0,0-49,,,,,,,,,,
J Smit,20,20,39,1,0,31,2,0,64.51,2,v AUS Women,Hove,1998-07-18,England Women,0,0,0-49,,,,,,,,,,
CJ Connor,20,20,53,1,0,42,3,0,47.61,1,v AUS Women,Southampton,1998-07-19,England Women,0,0,0-49,,,,,,,,,,
K Lowe,20,20,,1,0,,,,,2,v Ire Women,Nykobing Mors,1999-07-21,England Women,0,0,0-49,,,,,,,,,,
MA Reynard,20,20,53,1,0,45,1,0,44.44,2,v NZ Women,Lincoln,2000-12-14,England Women,0,0,0-49,,,,,,,,,,
DL Thomas,19*,19,,1,1,,,,,2,v NZ Women,Exmouth,1973-07-14,England Women,0,0,0-49,,,,,,,,,,
MA Reynard,19*,19,,1,1,,,,,2,v India Women,Nottingham,1999-07-11,England Women,0,0,0-49,,,,,,,,,,
DL Thomas,19,19,,1,0,,,,,1,v AUS Women,Hyderabad (Deccan),1978-01-13,England Women,0,0,0-49,,,,,,,,,,
JC Tedstone,19,19,,1,0,,,,,2,v India Women,Wanganui,1982-01-20,England Women,0,0,0-49,,,,,,,,,,
L Cooke,19,19,,1,0,,,,,2,v India Women,Osterley,1986-06-28,England Women,0,0,0-49,,,,,,,,,,
J Powell,19,19,23,1,0,19,1,0,100.00,1,v Denmk Women,Nykobing Mors,1989-07-20,England Women,0,0,0-49,,,,,,,,,,
J Powell,19,19,33,1,0,36,3,0,52.77,2,v Neth Women,Leicester,1990-07-18,England Women,0,0,0-49,,,,,,,,,,
J Powell,19,19,25,1,0,19,3,0,100.00,1,v Ire Women,Northampton,1990-07-22,England Women,0,0,0-49,,,,,,,,,,
CA Hodges,19,19,60,1,0,54,2,0,35.18,1,v Ire Women,Haarlem,1991-07-16,England Women,0,0,0-49,,,,,,,,,,
SJ Metcalfe,19,19,56,1,0,44,0,0,43.18,1,v AUS Women,Rangiora,1992-01-22,England Women,0,0,0-49,,,,,,,,,,
R Lupton,19,19,27,1,0,28,1,0,67.85,2,v Ire Women,Dublin,1995-07-20,England Women,0,0,0-49,,,,,,,,,,
JA Brittin,19,19,71,1,0,63,1,0,30.15,2,v AUS Women,Derby,1998-07-15,England Women,0,0,0-49,,,,,,,,,,
K Smithies,19,19,89,1,0,72,0,0,26.38,1,v AUS Women,Southampton,1998-07-19,England Women,0,0,0-49,,,,,,,,,,
EL Donnison,19,19,,1,0,,,,,2,v Ire Women,Nykobing Mors,1999-07-21,England Women,0,0,0-49,,,,,,,,,,
BA Daniels,19,19,28,1,0,37,2,0,51.35,2,v AUS Women,Sydney,2000-01-29,England Women,0,0,0-49,,,,,,,,,,
K Smithies,19,19,76,1,0,54,2,0,35.18,1,v AUS Women,Bowral,2000-02-01,England Women,0,0,0-49,,,,,,,,,,
CJ Connor,19,19,34,1,0,34,2,0,55.88,2,v NZ Women,Oamaru,2000-11-19,England Women,0,0,0-49,,,,,,,,,,
SV Collyer,19,19,32,1,0,37,0,0,51.35,2,v NZ Women,Lincoln,2000-12-14,England Women,0,0,0-49,,,,,,,,,,
JE Cruwys,18*,18,,1,1,,,,,1,v AUS Women,Birmingham,1973-07-28,England Women,0,0,0-49,,,,,,,,,,
G Hullah,18*,18,,1,1,,,,,1,v AUS Women,Hyderabad (Deccan),1978-01-13,England Women,0,0,0-49,,,,,,,,,,
R Heyhoe-Flint,18*,18,,1,1,,,,,1,v Int XI Women,Hamilton,1982-01-14,England Women,0,0,0-49,,,,,,,,,,
CA Hodges,18*,18,34,1,1,26,1,0,69.23,1,v Denmk Women,Nottingham,1990-07-19,England Women,0,0,0-49,,,,,,,,,,
MA Lear,18,18,,1,0,,,,,2,v NZ Women,Auckland,1982-01-10,England Women,0,0,0-49,,,,,,,,,,
G Hullah,18,18,,1,0,,,,,2,v AUS Women,New Plymouth,1982-01-17,England Women,0,0,0-49,,,,,,,,,,
JA Brittin,18,18,,1,0,,,,,1,v AUS Women,Wellington,1982-01-23,England Women,0,0,0-49,,,,,,,,,,
J Southgate,18,18,,1,0,,,,,1,v AUS Women,Wellington,1982-01-23,England Women,0,0,0-49,,,,,,,,,,
JM Chamberlain,18,18,23,1,0,16,0,0,112.50,1,v Ire Women,Haarlem,1991-07-16,England Women,0,0,0-49,,,,,,,,,,
D Maybury,18,18,36,1,0,27,4,0,66.66,1,v Denmk Women,Dublin,1995-07-19,England Women,0,0,0-49,,,,,,,,,,
SJ Metcalfe,18,18,,1,0,,,,,1,v NZ Women,Lord's,1996-06-13,England Women,0,0,0-49,,,,,,,,,,
SJ Metcalfe,18,18,,1,0,,,,,2,v NZ Women,Leicester,1996-06-16,England Women,0,0,0-49,,,,,,,,,,
K Smithies,18,18,,1,0,61,2,0,29.50,1,v NZ Women,Palmerston North,2000-02-12,England Women,0,0,0-49,,,,,,,,,,
KM Leng,18,18,,1,0,38,2,0,47.36,1,v NZ Women,Palmerston North,2000-02-12,England Women,0,0,0-49,,,,,,,,,,
KM Leng,18,18,61,1,0,47,0,0,38.29,1,v NZ Women,Auckland,2000-02-17,England Women,0,0,0-49,,,,,,,,,,
NJ Shaw,18,18,35,1,0,28,2,0,64.28,1,v NZ Women,Hamilton,2000-02-20,England Women,0,0,0-49,,,,,,,,,,
J Smit,18,18,50,1,0,53,1,0,33.96,2,v India Women,Lincoln,2000-12-04,England Women,0,0,0-49,,,,,,,,,,
R Heyhoe-Flint,17*,17,,1,1,,,,,2,v AUS Women,Lord's,1976-08-04,England Women,0,0,0-49,,,,,,,,,,
JM Court,17*,17,,1,1,,,,,2,v NZ Women,Hyderabad (Deccan),1978-01-08,England Women,0,0,0-49,,,,,,,,,,
MA Lear,17,17,,1,0,,,,,2,v India Women,Kolkata,1978-01-01,England Women,0,0,0-49,,,,,,,,,,
JA Brittin,17,17,,1,0,,,,,1,v AUS Women,Christchurch,1982-02-07,England Women,0,0,0-49,,,,,,,,,,
J Southgate,17,17,42,1,0,43,0,0,39.53,2,v NZ Women,Leicester,1984-06-30,England Women,0,0,0-49,,,,,,,,,,
J Southgate,17,17,60,1,0,54,0,0,31.48,2,v AUS Women,Melbourne,1985-01-31,England Women,0,0,0-49,,,,,,,,,,
JA Brittin,17,17,,1,0,,,,,1,v NZ Women,Melbourne,1988-12-14,England Women,0,0,0-49,,,,,,,,,,
K Smithies,17,17,,1,0,,,,,1,v NZ Women,Melbourne,1988-12-14,England Women,0,0,0-49,,,,,,,,,,
WA Watson,17,17,,1,0,,,,,1,v AUS Women,Melbourne,1988-12-18,England Women,0,0,0-49,,,,,,,,,,
HC Plimmer,17,17,,1,0,,,,,2,v NZ Women,Beckenham,1993-07-21,England Women,0,0,0-49,,,,,,,,,,
JL Godman,17,17,,1,0,,,,,1,v India Women,Finchampstead,1993-07-25,England Women,0,0,0-49,,,,,,,,,,
DA Stock,17,17,30,1,0,30,1,0,56.66,2,v Ire Women,Dublin,1995-07-20,England Women,0,0,0-49,,,,,,,,,,
MA Reynard,17,17,46,1,0,42,3,0,40.47,1,v AUS Women,Southampton,1998-07-19,England Women,0,0,0-49,,,,,,,,,,
BA Daniels,17,17,43,1,0,33,2,0,51.51,2,v AUS Women,Lord's,1998-07-21,England Women,0,0,0-49,,,,,,,,,,
CJ Connor,17,17,26,1,0,34,2,0,50.00,2,v AUS Women,Lord's,1998-07-21,England Women,0,0,0-49,,,,,,,,,,
MA Reynard,17,17,29,1,0,27,2,0,62.96,2,v AUS Women,Sydney,2000-01-30,England Women,0,0,0-49,,,,,,,,,,
KM Leng,17,17,53,1,0,44,2,0,38.63,2,v SA Women,Worcester,2000-07-01,England Women,0,0,0-49,,,,,,,,,,
CJ Connor,17,17,44,1,0,35,1,0,48.57,2,v NZ Women,Lincoln,2000-12-14,England Women,0,0,0-49,,,,,,,,,,
JC Tedstone,16*,16,,1,1,,,,,1,v Neth Women,Melbourne,1988-12-16,England Women,0,0,0-49,,,,,,,,,,
CJ Watmough,16,16,,1,0,,,,,1,v Y. Eng Women,Ilford,1973-07-18,England Women,0,0,0-49,,,,,,,,,,
J Powell,16,16,43,1,0,,1,0,,1,v NZ Women,Hastings,1984-06-24,England Women,0,0,0-49,,,,,,,,,,
SJ Kitson,16,16,,1,0,,,,,1,v AUS Women,Melbourne,1988-12-11,England Women,0,0,0-49,,,,,,,,,,
BA Daniels,16,16,,1,0,,,,,1,v AUS Women,Guildford,1993-07-26,England Women,0,0,0-49,,,,,,,,,,
HC Plimmer,16,16,58,1,0,60,1,0,26.66,2,v India Women,Delhi,1995-11-11,England Women,0,0,0-49,,,,,,,,,,
BA Daniels,16,16,,1,0,,,,,1,v SA Women,Bristol,1997-08-15,England Women,0,0,0-49,,,,,,,,,,
HC Plimmer,16,16,,1,0,,,,,2,v SA Women,Lord's,1997-08-20,England Women,0,0,0-49,,,,,,,,,,
CJ Connor,16,16,,1,0,41,1,0,39.02,1,v India Women,Manchester,1999-07-06,England Women,0,0,0-49,,,,,,,,,,
LJ Harper,16,16,,1,0,,,,,2,v Ire Women,Nykobing Mors,1999-07-21,England Women,0,0,0-49,,,,,,,,,,
KM Leng,16,16,68,1,0,62,1,0,25.80,2,v AUS Women,Newcastle,2000-02-03,England Women,0,0,0-49,,,,,,,,,,
NJ Shaw,16,16,,1,0,27,2,0,59.25,1,v NZ Women,Wellington,2000-02-15,England Women,0,0,0-49,,,,,,,,,,
CJ Connor,16,16,44,1,0,42,2,0,38.09,1,v NZ Women,Auckland,2000-02-17,England Women,0,0,0-49,,,,,,,,,,
CM Edwards,16,16,54,1,0,56,2,0,28.57,1,v NZ Women,Timaru,2000-11-22,England Women,0,0,0-49,,,,,,,,,,
KM Leng,16,16,29,1,0,27,2,0,59.25,2,v Ire Women,Lincoln,2000-12-07,England Women,0,0,0-49,,,,,,,,,,
DA Stock,15*,15,20,1,1,13,2,0,115.38,1,v Denmk Women,Dublin,1995-07-19,England Women,0,0,0-49,,,,,,,,,,
K Smithies,15*,15,20,1,1,41,0,0,36.58,1,v India Women,Patna,1995-12-01,England Women,0,0,0-49,,,,,,,,,,
K Smithies,15*,15,,1,1,,,,,1,v SA Women,Bristol,1997-08-15,England Women,0,0,0-49,,,,,,,,,,
J Smit,15*,15,,1,1,32,0,0,46.87,1,v NZ Women,Palmerston North,2000-02-12,England Women,0,0,0-49,,,,,,,,,,
SV Collyer,15*,15,33,1,1,20,0,1,75.00,2,v India Women,Lincoln,2000-12-04,England Women,0,0,0-49,,,,,,,,,,
JA Brittin,15,15,,1,0,,,,,2,v AUS Women,New Plymouth,1982-01-17,England Women,0,0,0-49,,,,,,,,,,
JC Tedstone,15,15,35,1,0,34,1,0,44.11,1,v AUS Women,Melbourne,1985-02-03,England Women,0,0,0-49,,,,,,,,,,
SJ Metcalfe,15,15,33,1,0,24,2,0,62.50,1,v AUS Women,Melbourne,1985-02-03,England Women,0,0,0-49,,,,,,,,,,
CM Edwards,15,15,,1,0,69,2,0,21.73,1,v India Women,Manchester,1999-07-06,England Women,0,0,0-49,,,,,,,,,,
KV Winks,15,15,,1,0,,,,,1,v Denmk Women,Nykobing Mors,1999-07-20,England Women,0,0,0-49,,,,,,,,,,
J Smit,15,15,31,1,0,42,3,0,35.71,2,v AUS Women,Sydney,2000-01-30,England Women,0,0,0-49,,,,,,,,,,
A Brindle,15,15,10,1,0,14,3,0,107.14,2,v SA Women,Worcester,2000-07-01,England Women,0,0,0-49,,,,,,,,,,
A Brindle,15,15,47,1,0,31,1,0,48.38,1,v NZ Women,Timaru,2000-11-21,England Women,0,0,0-49,,,,,,,,,,
BA Daniels,15,15,32,1,0,31,2,0,48.38,1,v NZ Women,Timaru,2000-11-22,England Women,0,0,0-49,,,,,,,,,,
MA Reynard,15,15,32,1,0,30,0,0,50.00,2,v AUS Women,Lincoln,2000-12-10,England Women,0,0,0-49,,,,,,,,,,
JM Chamberlain,14*,14,9,1,1,6,2,0,233.33,1,v Neth Women,London,1993-07-29,England Women,0,0,0-49,,,,,,,,,,
